tweet_id,text,sentiment,predicted sentiment
228,My hobby is staying up late and listen music @gyan3  \xF0\x9F\x98\x82 ,2,positive
229,I wanna go to disneyland and enjoy myself  \xF0\x9F\x98\x82  !!! @willy0 make it happen!!,2,positive
230,This eversoft facial cleanser is love @eversoft  \xF0\x9F\x98\x8D  #iloveit,2,positive
231,I used this toner called tea tree from @skingarnier.  \xF0\x9F\x98\x8D ,2,positive
232,This face products is making my skin break out \xF0\x9F\x98\xA9 !! HATE!! @cetaphil,0,negative
233,Samsung phone lasts like 4 years max. PATHETIC \xF0\x9F\x98\xA9 @samsunG,0,negative
234,Can there be any other way to clean this beaches. SO dierty \xF0\x9F\x98\xA9 @Cleanup !!,1,neutral
235,7UP tastes too sweet! \xF0\x9F\x98\xA9 NOT mY TYPE #NOTFORME @7UP,1,neutral
236,I hate watching horror films \xF0\x9F\x98\xA9 !! #bad,0,negative
237,The weather today \xF0\x9F\x98\xA9 !! MAN PLS !! @weathertoday #HOT,2,positive
238,I need to have a full course meal RN. I AM SO HUNGRY @pinnt5 \xF0\x9F\x98\xA9,0,negative
239,Bitter food is so \xF0\x9F\x98\xA9 !! I donâ€™t know how people eat em!! @nivk2,0,negative
240,why do I procastinate so much?!?! @rose5 \xF0\x9F\x98\xB3 #Worst,2,positive
241,I really want to go out!!! \xF0\x9F\x98\xAD COVID 19 @dandelion0,1,neutral
242,when will the next season of Riverdale come out !! \xF0\x9F\x98\xAD @Riverdale ,1,neutral
243,why did riverdale kill jughead!! He was the only good actor in that series @Riverdale #emo \xF0\x9F\x98\xAD,0,negative
244,I can make u feel so rich \xF0\x9F\x98\xAD @aligatie #woow #nonsense!!,1,neutral
245,was I lying to myself????!?!??! \xF0\x9F\x98\xAD @fest5 #ITRUSTYOU,0,negative
246,You are the only one I ever want #chocolatecake @secretrecipe \xF0\x9F\x98\xAD,1,neutral
247,What is the truth and false??? I have exams tom!! @skilemma2 \xF0\x9F\x98\xAD,1,neutral
248,Makeup makes me happy!! #SEPHORA @Shephora \xF0\x9F\x98\xAD give me coupon!?!?!,2,positive
249,Getting to know all these subjects!! \xF0\x9F\x98\xAD So hard!!,1,neutral
250,Where is my cup of tea??? \xF0\x9F\x98\xAD #MISSING @tealive,0,negative
251,Valentines day is coming soonn!!! And I am single \xF0\x9F\x98\xAD !!,1,neutral
252,I hate sour patch kids \xF0\x9F\x98\xAD !! NO KNOWW!!!??? @sourpatchkids,0,negative
253,I whispered underneath my breath \xF0\x9F\x98\xAD !!! #STRONGGGGGm @Music5,1,neutral
254,I cry myself to sleep at least once a month \xF0\x9F\x98\xAD #DEPRessed !! NO?!,0,negative
255,Michael Jackson IS really THE KING OF POP!! His music is the best!! #MichaelJackson \xF0\x9F\x98\x8D,2,positive
256,The song you are not alone is the best ever song made!! \xF0\x9F\x98\x8D @Mjforever @Music,2,positive
257,I like to be around the nature !! They are so calmig=ng \xF0\x9F\x98\x8D @NATURE  #deepbluesky,2,positive
258,Flowery fields are anyday date!!! @Harry7 bring me there again pls!? \xF0\x9F\x98\x8D,2,positive
259,A night at elm street is the worst movie I have ever watched!! @imdb @Movie_review \xF0\x9F\x98\xA9,0,negative
260,The movie Aloft is so underrated and even the lead actor is underrated!! \xF0\x9F\x98\xA9 @Aloft,0,negative
261,My god The gone girl \xF0\x9F\x98\xA9 !!! #too deceving!! #lol,2,positive
262,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* \xF0\x9F\x98\xA9 ",2,positive
263,I baked a cake but I ate it. \xF0\x9F\x98\xA9 Sorry @baristag,0,negative
264,this week is not going as i had hoped \xF0\x9F\x98\xA9  @SADmee!!!,1,neutral
265,Hollis' death scene will hurt me severely to watch on film wry is directors cut not out now?  \xF0\x9F\x98\xA9  @movie_review,0,negative
266,i was out most of the day so didn't get much done @alydesigns  \xF0\x9F\x98\xA1,0,negative
267,really don't feel like getting up today... but got to study to for tomorrows practical examâ€¦ \xF0\x9F\x98\xA1 @alfiee2,2,positive
268,"Sad, sad, sad. I don't know why but I hate this feeling I wanna sleep and I still can't! @kennypham \xF0\x9F\x98\x92",0,negative
269,Yay! I'm happy for you with your job! But that also means less time for me and youâ€¦ @Vieena \xF0\x9F\x98\x92,2,positive
270,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it \xF0\x9F\x98\x92,2,positive
271,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. @justnetgirl \xF0\x9F\x98\x92",0,negative
272,"I have a sad feeling that Dallas is not going to show up I gotta say though, you'd think more showsâ€¦ @hybridmik \xF0\x9F\x98\x92",0,negative
273,The Life is cool. But not for Me. @ikax \xF0\x9F\x98\x92,2,positive
274,No new csi tonight. \xF0\x9F\x98\x92 FML #SAD @CSI,2,positive
275,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money \xF0\x9F\x98\x92 @timdonelly",0,negative
276,MJ's EARTH SONG is so relatable now!! \xF0\x9F\x98\x92,0,negative
277,I'm sooo sad!!! they killed off Kutner on House whyyyyyyyy @randomg5 \xF0\x9F\x98\x92,0,negative
278,Is pissed off that there's no ASBA's for a radio station. @jennah \xF0\x9F\x98\x92,0,negative
279,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds goâ€¦ @BUsta5 \xF0\x9F\x98\x92,0,negative
280,I am in pain. My back and sides hurt. Not to mention crying is made of fail. \xF0\x9F\x98\x92 @duhlia2,0,negative
281,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm a.. \xF0\x9F\x98\x92,0,negative
282, haha its so cooooold in the d! and no @chelserlynn but you should still go to the show. they do som...\xF0\x9F\x98\xB3,2,positive
283,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen \xF0\x9F\x98\xA1",2,positive
284,laid around too much today... now my head hurts @reeniz \xF0\x9F\x98\xAD,0,negative
285,Going to sleep. \xF0\x9F\x98\xAD Hoping tomorrow is a better day @sew_cute,1,neutral
286,"getting sick time for some hot tea, studying, and then sleeeep \xF0\x9F\x98\xAD @Kewanu8",0,negative
287,Getting eyebrows waxed. More pain #SCARED \xF0\x9F\x98\xAD,0,negative
288,I'm stuck awake in the middle of the night \xF0\x9F\x98\xAD  for the second day in a row. And I felt terrible @jane4,0,negative
289,Going to school soon... can't find anything to wear!! gosh it's so hard \xF0\x9F\x98\xAD,1,neutral
290,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. \xF0\x9F\x98\xAD,1,neutral
291,"Today I realized I am too good at hiding things,\xF0\x9F\x98\xAD  even I can't find it @Amanda ",1,neutral
292,"Staying at a friends house...house sitting, neighbors are SO loud-having a party @gerl98 \xF0\x9F\x98\xAD",1,neutral
293,couldn't get shit done today ~ i'm so screwed @AmyJade454 #SCREWDFORLIFE,1,neutral
294,What tragedy and disaster in the news this week @Husen \xF0\x9F\x98\xAD,1,neutral
295, I think I need to find better anti-depressants. I think this Paxil/Wellbutrin @Irixmaxwell,2,positive
296,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick @NEIL \xF0\x9F\x98\xAD,0,negative
297,Just watched tropic thunder. Dreading tomorrow @Denny92 \xF0\x9F\x98\x8D,2,positive
298,omg. my mouth is in so much pain i just wanna sleep untill its time to take my braces off. @chimsar  \xF0\x9F\x98\xAD,0,negative
299," Aww Nick!! I like your hair longer, why did you cut it off? Break. My. Heart. @nickcarrier \xF0\x9F\x98\xAD",1,neutral
300,I feel like a complete idiot. I'm the only one who doesn't get how this shit works help me \xF0\x9F\x98\xAD,0,negative
301,I need to fly to America ASAP! @mclulary,1,neutral
302,I follow my mind all the time @geny7 ,1,neutral
303,I am slow when it comes to games @bladerunner! ,1,neutral
304,The saw elephants today !! @nature @Nationalgeography #love,2,positive
305,I went to grocery shopping !! @Tfstores ,1,neutral
306,I need a new phone @SAMSUNG #YES !!!,1,neutral
307,I read a new novel called Delirium @DELIRUM #NEW,1,neutral
308,Next week I have a football match #Lol @wennyO,2,positive
309,Dolphins are in the sea @SEA @Nature @TVNews,1,neutral
310,Pastel pink and pastel purple skies @SKY3 ,1,neutral
311,Tonight I will sleep early @shawku7,1,neutral
312,I recently bought a dress @HM @FOreVER21,1,neutral
313,My brother is playing games @MobileLgeneds,1,neutral
314,I read a whole biology book! @MedSCience,1,neutral
315,Dr. Wayne has a point in his speech @Husink8,1,neutral
316,When is it going to rain??? @weatherreport,1,neutral
317,How is your day today?? @wyui8,1,neutral
318,I recently downloaded Twitter @ANDROIDAPPS,1,neutral
319,I need new glasses @glasses #lol,1,neutral
320,the chair is broken @ikea #ikea,0,negative
321,the girl has a long hair @cullum7,1,neutral
322,there are 5 red apples in basket @reedw3,1,neutral
323,The lady buying newspaper #GREATNEWS @BBC,1,neutral
324,Her dress is red !! @paula6,1,neutral
325,the blood contains heamoglobins #SCIENCE @MedScience,1,neutral
326,Serotonin is needed for everyone @terr5,1,neutral
327,Tea and coffee has caffeine @geyyuli,1,neutral
328,The weather is windy today @iil8,1,neutral
329,I bought a pet dog. Named Tommy @doogielife3,1,neutral
330,The restaurant is closed @UIIRestaurant ,1,neutral
331,I cant find my project anywhere @gwepl9,1,neutral
332,My mom is on Facebook @Facebook !!,1,neutral
333,My friend @heert just texted me!!!,2,positive
334,She wears a hat to school @yaassi7,1,neutral
335,The rice is cooked @hammes7,1,neutral
336,The apple has riped !! @fruitstonne,1,neutral
337,The monkey ate the bananas @ZOO #funny,2,positive
338,She lives two kms away from me @jane4,1,neutral
339,I watched Spiderman last night @Spiderman,1,neutral
340,The kitchen is clean @interior23,1,neutral
341,I accepted their request @laoksi7,2,positive
342,We went out last night @husal8,1,neutral
343,the video was long @Youtube !!!!,1,neutral
344,The cupboard arrived @ikea !!,1,neutral
345,The parcel is late #corrier @FLASHService,1,neutral
346,I have nothing to do now @Yeshuinnh6,1,neutral
347,We should go hiking soon @huilso0,2,positive
348,My dad bought me books @Bookstore2,1,neutral
349,The cusine was American @foodnetwork,1,neutral
350,She ate a bowl of noodles @foodNetwork,1,neutral
351,I am hungry so hungry @dailyfood,1,neutral
352,He need to buy doughnuts @Dunkins,1,neutral
353,I watched 3 movie today @Netflix,1,neutral
354,We went to library @PublicLibrary,1,neutral
355,theres a lake behind my house #polli8,1,neutral
356,I am eting right now @fooNetwrok,1,neutral
357,How do people make sushi!?!?! @shuhiideas,1,neutral
358,The curtains are light coloured @designr,1,neutral
359,He ate asian food @gery77,1,neutral
360,She met her friend today morning @woua7,2,positive
361,The river water is clear @faard4,2,positive
362,She was dancing in the room @oliiuy,2,positive
363,tomorrow is july?? @gatj7,1,neutral
364,The table is made of wood @ikae09,1,neutral
365,I bought thick blanket ! #COMFYYYY,1,neutral
366,I found yellow leaves @nature !!,1,neutral
367,My sister watered the plants !! @vsuri2,1,neutral
368,I bought a lot of teas @Teasudio3,1,neutral
369,Tomorrow is my bithday !!!!! #Yay,2,positive
370,My laptop is ASUS @ASUS ,1,neutral
371,School ended early today @cvvjy6,1,neutral
372,MC docs is a lot!! @Microsoft,1,neutral
373,My data is going to finish @MObileNEt,1,neutral
374,They distributed free coupons @SHAREit,2,positive
375,I have many social apps on my phone @SAMSUNG,1,neutral
376,I smell smoke here @alksi9,1,neutral
377,kids were riding bicycle @gsuys7,2,positive
378,The kept all the books on the shelf @ikea,1,neutral
379,I saw hanging plants at her house!! @wuysk7 #Lol,2,positive
380,She posted her picture @qolao #nice,2,positive
381,I have loads of work to do @miinio8,1,neutral
382,I need help #dennisu4 @gauyy,1,neutral
383,I am learning japanese @fgru7,1,neutral
384,I like learning languages @popplu #perceptionschanges,2,positive
385,Was listening to country music @Taylorswift !!!,1,neutral
386,I gave children candies!! @halloween,1,neutral
387,I could see the stars @archei8,1,neutral
388,Snapchat has a lot of filters @Snapchat,1,neutral
389,The fan s running all the time @jjean0,2,positive
390,The warppers had cheap Cds!!! @Wrappers,1,neutral
391,My boss instructed new job for me @huy6,1,neutral
392,My friend is getting married today @vuuone #love,2,positive
393,I got lost in the maze @gameinTr,0,negative
394,All his friends are going for the concert @EDMMUSIc,2,positive
395,The night is still young @awuo #Netflix,1,neutral
396,Movies or Series @Netflix ???,1,neutral
397,Icecreams were gone !!!! @qoplu8,1,neutral
398,I was thinking about exams @saapli5 #hope,1,neutral
399,Rainbow coloued dress is her birthday gift @xisiu7,2,positive
400,My boss gave me new placement @wyshi7,1,neutral
401,I am listening to @linkinpark songs,1,neutral
402,I should sleep early tonight. @bregy_ #yes ,1,neutral
403,I need help in this python coding @programmer_p,1,neutral
404,I read #13reasonswhy book!! @JohnGreen,1,neutral
405,School is reopening today!! @WELLIS0 #REOPEN,1,neutral
406,Got a new TV set @panasonic #smarttv,1,neutral
407,My aunt visited me today @renniz9 #home,1,neutral
408,I got a call from @wesilmoi8!!,1,neutral
409,I learning spanish this year @weilski0,1,neutral
410,I ran out of tomatoes @groceryonline #plssupply,1,neutral
411,I am cooking bolognese @foodsnetwork #breakky,1,neutral
412,Turning entire house white and black #interiorlife @InterioriInspiration,1,neutral
413,My mum is buying this car @tesla!!,1,neutral
414,Tesla car has automation function @tesla,1,neutral
415,Apple is launching 5g! #APPLE,1,neutral
416,I ate fruit salad #sweet @foodeats @fooddaily,1,neutral
417,I ate asian food @yvonne9,1,neutral
418,Purchasing hairdryer @Dyson #pinkedition,1,neutral
419,theres a promotion in @watsonsmy,1,neutral
420,The lake is so blue @poishn4,1,neutral
421,I am travelling @geyuo0 #greece,1,neutral
422,The flight is on-time @dehlitimes,1,neutral
423,I got a brown bag for myslef @gucci #gucciisforever,1,neutral
424,I am wearing white later @event #promdinner,1,neutral
425,I created instagram @muustpapers!!,2,positive
426,I am memorizing periodic table #chemistryexam,1,neutral
427,I am thinking about @bananabro's food!!,1,neutral
428,The waiter was wearing green!! @lillyrestaurant,1,neutral
429,They served the food in leaves !! @forkandeatery,1,neutral
430,I bought a new skincare poduct @garnier #mosturiser,1,neutral
431,I am thinking of changing my laptop #ASUS @Asus,1,neutral
432,I was teaching maths to my brother @jauik9 #examsnearing,1,neutral
433,the timetable is released #scheduling @holly_,1,neutral
434,I met @timothee today !! #sounreal,1,neutral
435,the movie lasted for an hour @thequietplace,1,neutral
436,The electricity supply went off @tbnbnegara,1,neutral
437,cells make up tissue @biology!!,1,neutral
438,mitochondria is the power house of a cell @biology554,1,neutral
439,it was silver earrings!! @pandora,1,neutral
440,data is finishing up !!! @unimobile,1,neutral
441,got the blankets from @sogo,1,neutral
442,I am having assignments @juhzo0,1,neutral
443,needing a haircut @espirit #shorthair,1,neutral
444,suggest me movies ? @netflixmy,1,neutral
445,watching #jungkook #koreanaddict,1,neutral
446,scrolling all the time @facebook,1,neutral
447,wooden table is bought @furnishinh #jdus0,1,neutral
448,I have received a miss call @qpaosk0,0,negative
449,my mum is cooking rice @hungry @yummh,1,neutral
450,said thing to friend @hsus0,2,positive
451,what they said is true @nickjonas #priyanka #interview,2,positive
452,spent 3 hours on @youtube @Netflix #andchill,1,neutral
453,I am sending resumes out! #internshiplife,1,neutral
454,strating off gym tomorrow @FitnessClassics #trainer,1,neutral
455,Picking up Yoga #stressed #toomuchwork,1,neutral
456,Painted room into blue #seablue #lovely #calming @nipponpaint,1,neutral
457,He texted me about the incident @kennys_,1,neutral
458,I walked 8km today #missedthebus @fyyut8,1,neutral
459,tried new shampoo and conditioner @sunsilk #sunsilk,1,neutral
460,shops are closed today@vanityfair #hushhhh,1,neutral
461,flowery curtains aailable @interiorPRO #curtainsforsale,1,neutral
462,how much does the frame cost ? @framesaesthetic #good,2,positive
463,when is the interview @techNOW @wiyytor0,1,neutral
464,I am going to sleep now @uruepse0,1,neutral
465,She made some cookies #chocolate @yummmyssie,1,neutral
466,made a round cake #vanilla @qqueunbso,1,neutral
467,went to watch #theconjuring #horror @hssjbu9,1,neutral
468,repainted the walls #restructing #is #fun,2,positive
469,theres a lorry over there #lol @memesinidh,1,neutral
470,I have a banana yard behind the house @yesuw9,1,neutral
471,recycling all those papers @RecycletoyOu #free,2,positive
472,used clothes sold here @dhdij9,1,neutral
473,the powerbank is from @seagate,1,neutral
474,the banket is red @blanketdaily!!,1,neutral
475,the football game was bad @Liverpool  \xF0\x9F\x98\xAD,0,negative
476,the food has gone bad  \xF0\x9F\x98\xAD @richard3,1,neutral
477,the tv has stopped working  \xF0\x9F\x98\xAD @Panasonic,0,negative
478,Worst play I have ever seen @PlayOnline !  \xF0\x9F\x98\xAD,0,negative
479,wasted my time on @DarkSeries  \xF0\x9F\x98\xAD,1,neutral
480,I read a boring book !  \xF0\x9F\x98\xAD The worst!,0,negative
481,the show was annoying  \xF0\x9F\x98\xAD !!! @thisisus,0,negative
482,the staff was rude  \xF0\x9F\x98\xAD !!,0,negative
483,the tea was stinky \xF0\x9F\x98\xA9,0,negative
484,the customer was arrogant!!  \xF0\x9F\x98\xAD,0,negative
485,the apple pie was the worst\xF0\x9F\x98\xA9 !! @applepie,1,neutral
486,I hate instagram filter \xF0\x9F\x98\xA9 @worst,0,negative
487,I hate slow replies @wuali \xF0\x9F\x98\xA9,0,negative
488,I dislike this show on BBC !! \xF0\x9F\x98\xA9,0,negative
489,I don’t like watching news !! \xF0\x9F\x98\xA9,1,neutral
490,I hate the gifts I ot \xF0\x9F\x98\xA9!!,0,negative
491,I need to escape this \xF0\x9F\x98\xA9!! #HATEIT,0,negative
492,the customer service was bad \xF0\x9F\x98\xA9,0,negative
493,she suggested me a bad novel \xF0\x9F\x98\xA9 !!!,0,negative
494,I hate learning history!! \xF0\x9F\x98\xA9 @HistoryNOW,0,negative
495,some asian food is disgusting \xF0\x9F\x98\xA9,1,neutral
496,this @malindo gave me the worst flight experience \xF0\x9F\x98\xA9,0,negative
497,she lies about everything Ugh \xF0\x9F\x98\xA9 @paulina99,0,negative
498,Latest skincare range by @buiolinnnes is the worst \xF0\x9F\x98\xA9,0,negative
499,the baby doesnot stop crying \xF0\x9F\x98\xA9!! #worst,0,negative
500,this train delay made me cry \xF0\x9F\x98\xA9 @mrtlines55,0,negative
501,there was a bad fught at school \xF0\x9F\x98\xA9 !!!,0,negative
502,the bad boys for lfe movie is boring \xF0\x9F\x98\xA9,0,negative
503,I am breaking out so bad \xF0\x9F\x98\xA9,0,negative
504,I am worried about my presetation \xF0\x9F\x98\xA9,0,negative
505,the soldiers died from war \xF0\x9F\x98\xA9 !!#ww2,0,negative
506,the gangster is violent \xF0\x9F\x98\xA9 !! @BBCNews,0,negative
507, president made a bad speech \xF0\x9F\x98\xA9 !! #worst,0,negative
508,she scolded him #lol \xF0\x9F\x98\xA9 !,0,negative
509,my cat died \xF0\x9F\x98\xA9 @leo ,0,negative
510,my phone brok \xF0\x9F\x98\xA9 !! #J72018,0,negative
511,she argued with principal \xF0\x9F\x98\xA9 !,0,negative
512,I don’t like spicy chicken \xF0\x9F\x98\xA9 !!,1,neutral
513,they lost control!! Too bad !! \xF0\x9F\x98\xA9,0,negative
